Step,Score
0,0
1,0
2,0
3,0
4,10
5,20
6,30
7,50
8,60
9,70
10,100
11,100
12,100
13,120
14,130
15,120
16,130
17,110
18,110
19,110
20,120
21,130
22,130
23,130
24,130
25,130
26,140
27,140
28,150
29,150
30,150
31,150
32,150
33,150
34,150
35,150
36,150
37,150
38,150
39,150
40,150
41,150
42,150
43,150
44,150
45,150
46,150
47,150
48,150
49,150
